,year,transmission,selling_price,engine,max_power,torque
3908,2017,1,260000,796,175,392
3909,2011,1,347000,1248,239,178
3910,2013,1,195000,814,189,407
3911,2016,1,265000,1172,218,432
3912,2016,1,320000,998,196,408
3913,2016,1,590000,1197,260,48
3914,2012,1,650000,2494,5,187
3915,2013,1,509999,2523,246,190
3916,2011,1,350000,1248,239,178
3917,2018,1,749000,1497,25,278
3918,2010,1,150000,1396,228,95
3920,2003,1,58000,993,200,411
3921,2011,1,200000,1461,210,139
3923,2014,1,240000,1248,242,174
3924,2017,1,515000,1498,311,193
3925,2008,1,145000,796,178,398
3926,2016,1,450000,998,219,424
3927,2010,1,179000,998,216,424
3928,2007,1,220000,1599,8,103
3932,2018,1,850000,1497,51,124
3933,2011,1,270000,1198,239,27
3934,2016,1,335000,814,189,407
3935,2018,1,459999,998,219,424
3936,2017,1,710000,1248,287,193
3937,2015,1,330000,1248,242,178
3938,2017,1,1515000,1956,112,324
3939,2018,1,750000,1198,25,143
3940,2016,1,160000,995,204,422
3941,2016,1,215000,936,191,109
3942,2012,1,60000,624,173,380
3943,2014,1,480000,1197,278,50
3944,2012,1,140000,1248,292,192
3945,2012,1,200000,814,189,407
3946,2013,1,400000,1461,206,139
3947,2012,1,180000,814,189,407
3948,2015,1,550000,1197,259,41
3949,2016,1,550000,1248,242,178
3950,2012,1,550000,1248,291,193
3951,2011,1,270000,998,222,424
3952,2013,1,315000,1461,207,139
3953,2018,1,875000,2498,19,248
3954,2007,1,400000,2494,5,187
3955,2014,1,540000,2523,246,190
3956,2017,1,350000,998,196,408
3957,2011,1,360000,1582,60,274
3958,2014,1,300000,998,219,424
3959,2014,1,350000,1120,230,137
3960,2016,1,650000,1493,0,241
3961,2016,1,350000,998,219,424
3962,2017,1,700000,1498,310,199
3963,2013,1,415000,1248,242,178
3984,2015,1,550000,1396,290,221
3985,2012,1,595000,2179,74,311
3986,2015,1,550000,1248,246,185
3987,2015,1,2000000,2494,77,319
3988,2010,1,400000,2179,69,302
3989,2015,1,500000,1248,299,202
3990,2017,1,340000,998,222,424
3991,2012,1,480000,2179,45,287
3992,2013,1,480000,1498,310,199
3993,2018,1,750000,1498,315,199
3994,2008,1,100000,1061,218,415
3995,2013,1,290000,1197,265,37
3996,2015,1,425000,1248,299,202
3997,2010,1,285000,1497,36,118
3998,2016,1,625000,1493,0,241
3999,2012,1,170000,1248,246,185
4000,2018,1,459999,1193,289,105
4001,2015,1,450000,1248,299,202
4002,2019,0,650000,1197,259,41
4003,2017,1,600000,1197,261,46
4004,2013,1,178000,796,180,400
4005,2016,1,300000,796,180,400
4006,2009,1,150000,796,178,398
4007,2019,1,590000,1197,261,47
4008,2016,1,310000,814,189,407
4009,2017,1,400000,1193,289,105
4010,2014,1,520000,2179,45,287
4011,2013,1,300000,1461,246,163
4012,2019,1,1000000,1197,28,195
4013,2003,1,65000,998,222,424
4014,2015,1,509999,1498,311,193
4015,2012,1,221000,998,222,424
4016,2014,1,390000,1598,8,129
4017,2002,1,350000,1298,255,8
4018,2009,1,195000,796,178,398
4019,2010,0,1750000,2967,156,384
4020,2013,1,600000,2179,45,287
4021,2015,1,615000,1396,290,221
4022,2013,1,350000,1396,291,219
4023,2012,1,140000,936,194,123
4024,2017,1,650000,1396,290,221
4025,2016,1,1100000,1582,57,275
4026,2010,1,285000,1396,295,224
4027,2011,1,190000,995,203,422
4028,2012,1,350000,1498,308,89
4029,2014,1,400000,1197,262,50
4030,2016,0,2100000,2694,103,246
4031,2015,1,434999,1197,260,48
4032,2014,1,450000,1197,278,50
4033,2001,1,45000,796,184,403
4034,2015,1,450000,1197,260,48
4035,2017,1,580000,1248,242,178
4036,2016,1,900000,1582,57,275
4037,2016,1,750000,1248,287,193
4038,2009,1,140000,1396,228,95
4039,2017,1,525000,1197,261,36
4040,2009,1,114999,1396,228,95
4041,2016,1,399000,1199,274,49
4043,2012,1,275000,1405,231,91
4044,2011,1,340000,1396,295,224
4045,2012,1,222000,814,189,407
4046,2013,0,850000,2696,131,355
4047,2007,1,70000,1396,187,412
4048,2017,1,430000,1199,274,49
4049,2017,1,430000,1199,274,49
4050,2014,1,320000,998,219,424
4052,2012,1,500000,1461,251,244
4053,2012,1,500000,1461,23,249
4054,2010,1,229999,1248,246,175
4055,2009,0,600000,2179,45,287
4057,2017,1,500000,1461,206,139
4058,2010,1,315000,2523,205,157
4059,2011,1,265000,998,222,424
4060,2015,1,350000,1498,317,212
4061,2012,1,200000,1396,230,106
4062,2011,1,114999,1396,183,416
4063,2014,1,425000,1197,260,48
4064,2019,1,900000,1498,315,199
4065,2014,1,550000,2179,45,287
4066,2018,1,900000,1498,311,193
4067,2011,1,165000,1086,224,436
4068,2016,0,850000,1582,57,275
4069,2016,1,850000,1582,60,274
4070,2014,1,550000,2498,19,248
4071,2011,1,500000,1248,239,178
4073,2011,1,160000,1086,224,436
4074,2015,1,670000,1498,311,193
4075,2014,1,430000,1248,242,178
4076,2015,1,375000,1197,262,50
4077,2016,1,650000,1197,260,48
4078,2016,1,500000,1248,242,178
4080,2017,1,1350000,2179,74,311
4081,2018,1,600000,1498,27,261
4082,2017,1,1200000,1582,57,275
4092,2017,1,550000,1197,262,50
4094,2015,1,1225000,2179,74,311
4095,2017,1,700000,1199,289,31
4096,2013,1,530000,1248,242,178
4103,2010,1,150000,1199,254,15
4104,2014,1,475000,1197,278,50
4105,2008,1,375000,2609,45,287
4106,2016,1,425000,1198,250,173
4107,2015,1,800000,1498,311,193
4108,1996,1,40000,796,170,388
4109,2018,0,509999,998,218,424
4110,2015,1,387000,1364,219,144
4111,2014,1,235000,796,180,400
4112,2000,1,95000,1948,223,76
4113,2010,1,340000,1248,246,178
4114,2016,1,1000000,2179,74,311
4115,2009,1,160000,1399,223,139
4116,2008,1,365000,2609,45,287
4117,2011,1,300000,1199,246,161
4118,2008,1,260000,1248,246,178
4119,2018,0,860000,1199,289,31
4120,2008,1,114999,1599,8,103
4121,2007,1,100000,796,178,398
4122,2014,1,565000,1498,8,260
4123,2013,1,450000,2498,31,279
4124,2017,1,625000,1197,268,55
4125,2016,1,280000,796,180,400
4126,2017,1,330000,998,220,424
4127,2015,1,1300000,1582,57,275
4128,2008,1,65000,1396,230,61
4129,2018,1,480000,1199,274,49
4130,2016,1,400000,1047,228,106
4131,2009,1,500000,2179,68,302
4132,2012,1,320000,2498,31,279
4133,2014,1,750000,2179,74,311
4134,2017,1,620000,1493,230,182
4135,2011,1,300000,1248,239,178
4136,2018,1,1405000,1591,49,127
4137,2017,1,282000,796,180,400
4138,2017,0,700000,1197,259,41
4139,2017,1,700000,1498,317,212
4140,2015,1,600000,1498,310,199
4141,2012,1,290000,1598,12,260
4142,2011,0,430000,1991,83,309
4143,2017,1,575000,1197,260,48
4144,2017,1,875000,1591,49,127
4145,2010,1,180000,998,222,424
4146,2012,1,229999,1248,240,178
4147,2019,0,800000,1197,259,41
4148,2009,1,60000,995,205,422
4149,2009,1,150000,1586,18,112
4150,2007,1,100000,1396,230,106
4151,2015,1,900000,1591,49,127
4152,2018,1,850000,1396,290,221
4153,2014,1,220000,936,191,109
4154,2014,1,250000,796,180,400
4155,2012,1,125000,1248,242,174
4159,2017,1,400000,1199,274,49
4160,2002,1,50000,796,170,388
4161,2018,1,1000000,1591,49,127
4162,2014,1,600000,1498,311,193
4163,2010,1,250000,1197,255,19
4164,2009,1,310000,2523,205,157
4165,2005,1,120000,998,222,424
4166,2014,1,390000,2498,31,279
4167,2019,1,458000,1086,223,440
4168,2018,1,950000,1498,315,199
4169,2017,1,650000,1197,259,41
4170,2013,1,400000,1248,242,178
4171,2015,0,400000,1197,262,50
4172,2006,1,100000,796,178,398
4173,2012,1,350000,1197,253,33
4174,2013,1,450000,2197,71,302
4175,2006,1,350000,2609,38,282
4176,2010,1,250000,1199,239,161
4177,2013,1,450000,2523,204,182
4178,2013,1,157000,796,170,388
4179,2018,1,1500000,2179,90,331
4181,2007,1,75000,1193,214,6
4182,2010,1,280000,2499,255,186
4184,2012,1,250999,2956,271,257
4185,2010,1,350000,1794,63,145
4186,2016,1,300000,999,218,426
4187,2017,1,819999,1461,271,193
4188,2010,1,409999,1405,230,93
4189,2008,1,275000,1599,8,103
4190,2013,1,497000,1248,291,193
4191,2015,1,500000,1197,260,48
4192,2006,1,170000,2523,267,155
4196,2019,0,2700000,2999,119,333
4198,2019,1,975000,1498,315,199
4199,2018,1,620000,1194,306,67
4202,2019,0,1227000,1497,41,115
4204,2018,1,950000,1498,315,199
4208,2019,0,1700000,1451,75,265
4209,2014,1,545000,1248,291,193
4210,2011,1,400000,1248,242,178
4213,2015,1,562000,1248,242,178
4214,2002,1,96000,2956,268,264
4253,1999,1,155000,1998,223,63
4274,2015,1,590000,1498,293,198
4275,2016,1,350000,1120,231,159
4276,2017,1,484999,1197,259,41
4277,2015,1,240000,1405,230,94
4278,2008,1,500000,2494,5,187
4279,2017,1,300000,796,180,400
4280,2016,1,750000,1248,287,193
4281,2016,1,574000,1197,270,55
4282,2013,1,200000,1248,292,192
4283,2016,1,1100000,1582,57,275
4284,2012,1,350000,1086,204,431
4285,1998,1,70000,796,170,388
4286,2005,1,120000,1299,230,2
4287,2012,1,700000,2494,0,191
4288,2019,1,500000,1197,268,55
4289,2016,1,370000,1405,229,95
4290,2019,1,600000,1199,272,49
4291,2006,1,100000,993,200,411
4292,2013,1,409999,1248,242,178
4293,2016,0,750000,1497,40,115
4294,2017,1,600000,1197,261,36
4295,2018,1,550000,1198,262,54
4296,2018,1,950000,1461,23,245
4297,2014,0,645000,2179,45,287
4298,2014,1,750000,2179,74,311
4299,2006,1,650000,1796,126,240
4300,2015,1,800000,1499,29,108
4301,2010,1,350000,1798,68,150
4302,2015,1,700000,1499,29,108
4303,2011,1,335000,1298,278,50
4304,2012,1,270000,1248,239,178
4306,2010,1,320000,1248,239,178
4307,2007,1,120000,1086,205,421
4308,2010,0,730000,1781,102,225
4309,2007,1,125000,1586,18,112
4310,2007,1,150000,1061,208,415
4311,2018,1,310000,796,180,400
4312,2015,1,625000,1248,242,178
4313,2012,1,267000,1197,253,32
4314,2016,1,600000,1197,261,46
4315,2011,1,180000,1196,235,5
4316,2019,1,700000,1197,288,42
4317,2013,1,121000,796,170,388
4318,2014,1,350000,1197,262,50
4319,2012,1,869999,2494,0,191
4339,2008,1,80000,1061,208,413
4340,2008,1,120000,1086,224,436
4341,2012,1,370000,2179,35,281
4342,2015,1,750000,1461,25,249
4343,2015,1,484999,2523,205,160
4344,2006,1,120000,1493,262,164
4364,2016,0,3100000,2755,118,365
4367,2019,0,750000,1197,259,41
4368,2010,1,350000,1298,255,8
4369,2008,1,400000,2179,45,287
4370,2015,1,570000,1364,220,144
4371,2012,1,180000,814,189,407
4372,1998,1,68000,1598,250,68
4373,2006,1,280000,1896,215,207
4374,2005,1,90000,1405,230,79
4375,2015,0,2600000,2143,149,375
4376,2018,1,700000,2956,273,257
4377,2016,0,1850000,2143,67,292
4378,2015,1,685000,1498,294,198
4379,2015,1,565000,1248,240,178
4380,2017,0,1600000,1798,124,258
4381,2014,1,395000,1120,230,137
4382,2013,1,425000,1396,291,220
4383,2019,1,1350000,1498,26,261
4384,2016,0,1950000,1995,130,347
4385,2018,0,535000,999,218,426
4386,2018,1,500000,999,218,426
4387,2016,1,434999,1197,259,41
4388,2018,0,250000,624,171,381
4389,2014,1,700000,1582,60,274
4390,2010,0,1100000,1995,135,348
4391,2012,0,900000,1968,120,323
4392,2015,1,425000,1197,259,41
4393,2011,0,1600000,2148,112,346
4394,2013,1,325000,1499,315,210
4397,2019,0,1140000,1497,25,278
4398,2017,1,980000,2179,84,300
4399,2017,1,1920000,1956,112,324
4400,2020,1,808000,999,26,154
4401,2014,1,550000,1197,278,50
4402,2010,1,215000,796,178,398
4403,2016,1,512000,1196,283,34
4404,2011,1,215000,796,178,398
4405,2012,1,500000,1598,12,260
4406,2015,1,700000,1498,13,260
4407,2012,1,525000,2179,69,302
4408,2011,1,550000,2179,45,287
4409,2016,1,750000,1248,287,193
4410,2017,1,395000,998,218,424
4411,2017,1,675000,1197,260,48
4412,2008,1,140000,1086,204,431
4413,2011,1,430000,2179,45,287
4435,2014,1,300000,998,219,424
4436,2013,1,355000,1248,249,200
4437,2015,1,180000,796,180,400
4440,2007,1,125000,1193,214,6
4443,2018,1,810000,1248,287,193
4444,2018,0,671000,1368,312,87
4445,2018,1,295000,796,180,400
4446,2017,1,850000,1248,287,193
4447,2013,1,409999,1248,242,178
4448,2015,1,600000,1373,302,85
4449,2015,1,600000,2523,204,182
4450,2012,1,220000,998,222,424
4451,2013,1,550000,1248,242,178
4452,2014,1,650000,2523,246,190
4453,2014,1,655000,2523,246,190
4454,2006,1,130000,1948,223,52
4455,2014,1,400000,1461,23,249
4457,2009,1,155000,796,178,398
4458,2013,1,250000,1193,210,4
4459,2014,1,400000,1197,262,50
4460,2019,1,500000,1198,220,10
4461,2018,0,565000,1086,223,440
4462,2018,1,900000,1498,315,199
4463,2017,1,650000,1493,230,182
4464,2013,1,600000,2523,204,182
4465,2018,1,800000,1248,243,178
4466,2015,1,575000,1396,290,221
4467,2016,0,550000,1499,29,97
4468,2011,1,190000,1586,11,114
4469,2017,1,750000,1498,315,199
4470,2018,1,625000,1197,268,55
4471,2018,1,799000,1396,290,221
4472,2013,1,300000,998,219,424
4473,2017,1,850000,1373,296,85
4474,2012,1,130000,995,203,422
4475,2011,1,229999,998,222,424
4476,2015,1,400000,998,219,424
4477,2018,1,900000,2498,19,248
4478,2015,1,800000,1997,45,284
4479,2015,1,250999,814,189,407
4480,2011,1,250000,1368,295,57
4481,2009,1,100000,1172,218,432
4482,2016,1,450000,1197,259,41
4483,2017,1,575000,1461,271,193
4484,2013,1,400000,1461,271,194
4485,2019,1,480000,998,218,424
4486,2019,1,490000,998,218,424
4487,2007,1,150000,1405,230,79
4488,2017,1,600000,1248,242,174
4489,2015,1,500000,1120,231,159
4490,2015,1,425000,1248,289,192
4491,2003,1,108000,1493,262,164
4492,2015,1,1030000,2494,3,191
4493,2015,1,360000,998,219,424
4494,2012,1,290000,1198,239,27
4496,2003,1,70000,1527,192,432
4497,2012,1,320000,2956,271,257
4500,2014,1,755000,1582,60,274
4501,2011,1,215000,1399,223,139
4502,2011,1,735000,2494,5,187
4503,2007,1,190000,1086,224,436
4504,2014,1,1365000,2494,3,191
4505,2018,1,675000,1199,289,31
4506,2014,1,438999,1248,242,178
4507,2015,1,550000,1461,25,245
4508,2013,1,409999,1197,278,50
4509,2019,1,350000,799,186,405
4510,2012,1,135000,936,194,123
4511,2016,1,1490000,2393,82,317
4512,2014,1,520000,1248,242,178
4513,2010,1,315000,1248,239,178
4514,2010,1,235000,998,216,424
4515,2005,1,80500,1495,304,64
4516,2013,1,375000,1248,240,178
4517,2006,1,189000,1197,277,40
4518,2017,1,550000,1498,311,193
4519,2011,1,260000,1399,223,135
4540,2015,1,300000,998,220,424
4541,2010,1,350000,1497,42,116
4543,2019,1,892000,1248,287,193
4544,2012,1,285000,1248,300,202
4545,2012,1,300000,1086,224,436
4546,2016,1,620000,1248,287,193
4547,2017,1,750000,1248,287,193
4548,2016,1,270000,796,180,400
4550,2012,1,300000,1086,204,431
4553,2011,1,220000,1396,228,106
4554,2012,1,260000,1586,11,114
4555,2019,0,600000,1197,259,41
4556,2015,1,80000,624,171,381
4557,2016,1,300000,814,189,407
4558,2015,1,300000,1193,289,105
4559,2016,1,400000,1198,262,54
4560,2016,1,550000,1197,259,41
4561,2019,1,1200000,1498,309,193
4562,2015,1,500000,1498,317,212
4563,2005,1,93000,1298,277,30
4564,2014,1,500000,1498,311,193
4565,2018,1,670000,1364,220,144
4566,2012,1,750000,2494,5,187
4567,2017,1,370000,998,220,424
4568,2012,1,100000,796,170,388
4569,2016,1,425000,1086,224,436
4570,2006,1,370000,2494,5,187
4572,2009,1,229999,2179,71,302
4573,2016,1,850000,1248,287,193
4574,2018,1,750000,1461,213,139
4575,2010,1,235000,1948,295,177
4576,2017,1,700000,1498,311,193
4577,2016,1,480000,1120,230,137
4578,2016,1,475000,1248,242,174
4579,2015,1,610000,1498,13,260
4580,2011,1,650000,2494,5,187
4581,2017,1,800000,1498,311,193
4582,2015,1,520000,2179,71,302
4583,2014,1,160000,1396,228,106
4584,2018,1,1000000,1248,287,193
4585,2015,1,700000,1248,291,193
4586,2017,1,590000,1498,311,193
4587,2002,1,140000,998,222,424
4588,2017,1,725000,1493,0,241
4589,2017,1,1680000,2393,82,317
4590,2015,1,550000,1248,242,178
4591,2012,1,240000,1248,240,178
4592,2013,1,667000,2231,131,360
4593,2017,1,670000,1498,311,193
4594,2015,1,550000,1248,242,178
4595,2015,1,400000,998,219,424
4596,2014,1,545000,1582,60,274
4597,2015,1,599000,1373,302,85
4598,2016,1,725000,1396,289,221
4599,2015,1,525000,1497,40,115
4600,2011,1,204999,1248,239,43
4601,2012,1,190000,1199,246,161
4602,2015,1,310000,1120,230,137
4603,2016,1,380000,1120,230,137
4604,2012,1,204000,998,222,424
4605,2018,1,350000,998,224,427
4606,2013,1,350000,1598,14,260
4607,2012,1,175000,1399,223,139
4608,2011,1,340000,1598,14,260
4609,2017,1,950000,1497,41,115
4610,2017,1,894999,1497,40,115
4611,2014,1,350000,2956,273,257
4612,2005,1,100000,1396,277,77
4613,2016,1,550000,1248,242,178
4614,2004,1,100000,1405,230,79
4615,2016,1,800000,2179,74,311
4616,2013,1,525000,2523,204,182
4617,2008,1,500000,2179,71,302
4618,2003,1,42000,796,170,388
4619,2009,1,190000,1197,278,50
4620,2019,1,694000,1248,243,178
4621,2016,0,861999,2179,74,311
4622,2017,1,650000,1498,311,193
4623,2011,1,310000,1248,239,178
4624,2013,1,360000,1248,242,178
4625,2011,1,240000,1248,239,178
4626,2012,1,500000,2179,74,311
4627,2010,1,475000,2494,5,187
4628,2007,1,100000,796,178,398
4629,2009,1,200000,1586,18,112
4630,2006,1,430000,2494,5,187
4631,2010,1,245000,2498,31,277
4632,2014,1,450000,1248,242,178
4633,2017,1,800000,1248,287,193
4634,2011,1,215000,1197,279,50
4635,2017,1,760000,1248,287,193
4636,2015,1,416000,1498,292,237
4637,2011,1,195000,998,222,424
4638,2017,1,325000,796,180,400
4639,2010,1,145000,998,222,424
4640,2018,1,675000,1248,242,178
4641,2016,1,340000,998,219,424
4642,2011,1,340000,1248,295,192
4643,2014,1,260000,796,167,388
4644,2015,1,300000,796,180,400
4645,2007,1,75000,796,170,388
4646,2011,1,350000,1405,230,94
4648,2010,1,170000,1248,292,192
4649,2018,1,600000,1197,278,50
4650,2010,0,800000,1497,42,116
4651,2018,1,850000,2650,257,238
4652,2014,1,980000,2179,74,311
4653,2011,1,850000,2499,75,312
4654,2012,1,340000,2956,227,229
4655,2018,0,900000,1248,287,193
4656,2010,1,310000,1248,239,178
4657,2013,1,600000,1248,292,193
4658,2008,1,270000,1248,239,178
4659,2019,1,509999,1086,223,440
4660,2013,1,225000,1405,230,94
4661,2015,1,280000,1197,253,32
4662,2016,1,490000,1047,228,106
4663,2013,1,440000,2523,204,183
4664,2014,1,500000,2179,71,302
4665,2005,1,476999,2354,97,216
4666,2015,1,590000,1197,261,46
4667,2010,1,500000,2499,75,312
4668,2015,1,600000,1498,310,199
4669,2016,1,750000,1997,45,284
4670,2017,0,2950000,1995,135,336
4671,2019,0,5200000,1995,139,348
4672,2019,1,695000,1498,285,237
4673,2018,1,690000,1248,242,178
4674,2016,1,409999,1186,241,170
4675,2020,1,1650000,1956,108,324
4676,2016,0,2375000,1968,117,335
4677,2017,1,525000,1186,241,170
4678,2019,1,2150000,1956,114,324
4679,2013,1,540000,2179,74,311
4680,2017,0,2750000,2982,109,330
4681,2016,1,1000000,1997,45,284
4682,2018,0,2900000,1968,135,350
4683,2017,1,725000,1493,0,241
4684,2018,1,975000,1248,288,193
4685,2016,1,355000,998,220,424
4686,2008,1,400000,2354,97,216
4687,2015,1,265000,796,180,400
4688,2018,1,650000,1498,285,237
4689,2017,1,720000,1248,287,193
4690,2016,1,850000,1591,49,130
4691,2015,1,290000,998,220,424
4692,2010,0,1200000,2497,150,247
4693,2016,0,600000,1493,0,236
4694,2011,1,300000,1248,239,43
4695,2012,1,225000,1461,207,139
4696,2009,1,240000,1248,239,178
4697,2014,1,700000,1582,60,274
4698,2014,1,470000,1248,242,178
4699,2016,1,800000,1396,290,218
4700,2012,1,450000,1461,23,249
4701,2007,1,90000,1396,187,412
4702,2010,1,450000,1364,284,201
4704,2017,0,1465000,2755,116,328
4705,2016,1,925000,1582,57,275
4706,2016,1,1385000,2393,82,317
4707,2015,1,2000000,2982,109,318
4708,2004,1,80000,1405,230,79
4709,2007,1,300000,2179,45,287
4710,2009,1,360000,1248,239,178
4711,2010,1,320000,1493,28,239
4712,1994,1,99000,1995,182,13
4713,2016,1,780000,1248,287,193
4714,2013,1,620000,1248,291,193
4715,2006,1,100000,1781,87,205
4716,2014,1,210000,1172,210,433
4718,2019,1,786000,999,231,434
4719,2014,1,1000000,2179,74,311
4720,2002,1,120000,1527,195,409
4721,2016,1,750000,1461,210,139
4722,2016,1,550000,1197,260,48
4723,2018,1,875000,2179,84,300
4724,2018,1,890000,2179,84,300
4726,2015,1,550000,2523,204,182
4727,2018,1,400000,1198,218,10
4728,2015,1,290000,998,219,424
4729,2012,1,150000,1396,228,95
4730,2015,1,300000,1196,235,5
4740,2019,1,500000,1086,223,440
4743,2013,1,250000,1248,292,192
4749,2013,1,220000,1396,228,106
4752,2009,1,650000,2494,5,187
4753,2018,0,5500000,2993,160,396
4754,2017,0,875000,1248,243,178
4755,2019,1,785000,1197,260,48
4756,2017,1,819999,1199,289,31
4757,2016,0,2950000,1995,136,348
4758,2016,1,1925000,2393,81,317
4759,2017,1,885000,1498,311,193
4760,2015,0,680000,1499,29,108
4761,2017,1,960000,1498,315,199
4762,2012,1,385000,1198,283,16
4763,2019,1,1650000,1956,108,324
4764,2018,1,890000,1493,0,241
4765,2015,0,1275000,2953,91,340
4766,2018,0,6000000,2993,160,396
4767,2019,0,1025000,1462,9,98
4768,2016,0,675000,1197,14,152
4769,2017,1,700000,1197,259,41
4770,2016,1,780000,1498,310,199
4771,2017,1,1050000,1582,60,274
4772,2015,0,2700000,2967,156,387
4773,2016,1,400000,1248,242,174
4774,2011,1,400000,2523,204,183
4775,2009,1,85000,796,178,398
4776,2018,1,1300000,2179,91,348
4777,2018,1,819999,1493,0,241
4778,2015,0,620000,1493,0,241
4779,2018,1,260000,999,218,426
4781,2015,1,484999,1197,262,50
4787,2015,0,2500000,2993,162,391
4790,2017,1,650000,1198,237,27
4791,2017,1,1748999,2393,82,317
4792,2017,0,925000,1497,36,118
4797,2017,1,810000,1248,287,193
4800,2013,1,910000,2494,0,191
4801,2016,1,300000,1405,181,416
4802,2004,1,120000,993,200,411
4803,2015,1,490000,1197,260,48
4804,2013,1,425000,1498,311,193
4805,2011,1,155000,796,178,398
4806,2013,1,490000,2179,45,287
4807,2010,1,132000,796,178,398
4808,2018,1,750000,1396,291,218
4809,2011,1,225000,998,222,424
4810,2011,1,240000,1197,253,33
4811,2004,1,33351,998,222,424
4812,2010,1,80000,995,203,422
4813,2004,1,40000,796,170,388
4814,2019,1,1100000,1498,311,193
4834,2016,1,380000,1120,231,159
4835,2011,1,300000,2179,71,302
4836,2014,1,240000,796,180,400
4837,2011,1,325000,1248,242,178
4838,2016,1,400000,1198,250,173
4839,2017,1,800000,1461,271,194
4840,2018,1,950000,1498,315,199
4841,2013,1,300000,1248,242,178
4843,2017,1,530000,1198,262,54
4844,2013,1,350000,1248,238,148
4845,2008,0,168000,2359,105,235
4846,2016,1,240000,799,186,405
4847,2010,1,220000,1248,239,178
4848,2008,1,110000,1061,218,415
4849,2016,1,850000,1248,287,193
4851,2018,1,2064000,2393,82,317
4852,2018,1,950000,1248,287,193
4853,2013,1,200000,814,189,407
4854,2017,1,660000,1248,242,178
4855,2013,1,420000,1498,311,193
4856,2010,1,150000,1172,213,430
4857,2013,1,175000,936,194,123
4858,2018,0,750000,1199,289,31
4859,2014,1,425000,1248,240,178
4860,2015,1,790000,1364,284,201
4861,2011,1,830000,2494,5,187
4862,2015,1,650000,1498,311,193
4863,2015,1,780000,1364,284,201
4864,2010,1,180000,1086,224,436
4865,2019,1,869999,1498,315,199
4866,2011,1,275000,1248,292,192
4867,2017,1,630000,1197,260,48
4868,2008,1,150000,1794,56,134
4869,2016,1,315000,796,180,400
4870,2011,1,189000,1396,230,106
4871,2014,1,580000,1248,242,178
4873,2018,1,825000,1248,287,193
4874,2016,1,650000,2179,85,302
4875,2004,1,50000,1343,295,18
4876,2011,1,200000,1198,239,27
4877,2013,1,135000,1405,230,95
4878,2017,1,680000,1396,290,221
4879,2017,1,670000,1396,290,221
4880,2010,0,1000000,1995,152,366
4881,2010,1,240000,998,222,424
4882,2014,1,555000,2200,72,308
4883,2013,1,455000,1598,12,260
4884,2018,1,750000,1248,243,178
4885,2016,0,700000,1248,242,178
4886,2016,0,220000,624,171,381
4887,2014,1,160000,1396,228,106
4888,2013,1,225000,1248,249,200
4889,2008,1,140000,1396,228,95
4890,2014,1,600000,1248,242,178
4891,2015,1,1000000,2179,74,311
4892,2008,1,65000,995,203,422
4893,2019,1,500000,1197,259,41
4896,2017,1,1150000,2179,74,311
4897,2012,1,320000,1198,246,27
4898,2019,1,950000,1498,315,210
4899,2012,1,250000,1399,223,139
4900,2004,1,400000,2499,75,312
4901,2008,0,1100000,1995,122,321
4902,2017,1,600000,1248,242,178
4903,2017,1,509999,1197,259,41
4904,2016,1,395000,1598,8,128
4905,2018,1,469000,998,220,424
4906,2017,1,250000,796,180,400
4907,2011,1,130000,995,204,422
4908,2019,1,906000,1498,315,199
4909,2011,1,160000,1399,223,139
4910,2012,1,300000,1298,278,50
4911,2010,1,60000,796,172,401
4912,2014,1,400000,1197,278,50
4913,2018,1,450000,1199,275,39
4914,2014,1,465000,2523,204,182
4915,2012,1,325000,1248,242,178
4916,2008,1,150000,796,178,398
4917,2014,1,250000,814,189,407
4918,2011,1,175000,796,178,398
4919,2010,1,175000,796,178,398
4920,2006,1,150000,1497,0,81
4921,2018,1,797000,1493,230,182
4922,2019,1,800000,1197,261,58
4923,2019,1,750000,2523,204,182
4924,2011,1,400000,2179,35,281
4925,2012,1,160000,796,178,398
4926,2016,1,700000,2523,204,182
4927,2010,1,160000,796,178,398
4928,2012,1,400000,1396,291,219
4929,2013,1,451000,1364,221,144
4930,2002,1,40000,796,170,388
4931,2012,1,300000,1248,292,192
4932,2017,1,421000,998,219,424
4934,2016,1,950000,1248,287,193
4935,2011,1,395000,1396,295,224
4936,2016,1,950000,1248,287,193
4937,2013,1,270000,796,180,400
4938,2009,0,360000,1396,0,82
4939,2008,1,235000,1248,246,178
4940,2014,0,1850000,2143,147,375
4945,2017,1,1650000,1956,112,324
4946,2012,1,376000,1198,283,16
4947,2017,1,875000,1498,294,198
4948,2014,1,459999,1197,265,37
4949,2018,1,755000,1248,242,178
4950,2019,0,6223000,1798,135,298
4951,2019,0,5923000,1798,135,298
4952,2019,0,6523000,1798,135,298
4953,2010,1,1050000,2982,115,318
4955,2015,1,1050000,2179,74,311
4956,2018,0,800000,1197,268,55
4957,2015,1,600000,1248,242,178
4958,2017,1,530000,1197,268,55
4959,2015,1,450000,1197,270,55
4960,2011,1,235000,998,222,424
4961,2013,1,550000,1248,242,178
4962,2013,0,395000,1598,12,129
4971,2008,1,150000,1948,223,51
4973,2015,1,515000,1498,8,260
4974,2008,1,122000,1995,182,13
4975,2009,1,160000,1086,224,436
4976,2007,1,110000,796,178,398
4977,2014,1,360000,1248,242,178
4979,2011,1,260000,1493,28,239
4980,2007,1,128000,796,178,398
4981,2015,1,600000,1582,57,275
